4.460	27.370
8.680	31.000
11.470	32.120
8.890	33.710
8.760	33.720
15.480	33.890
20.430	36.300
19.630	37.170
18.140	37.650
16.810	38.320
21.140	39.390
19.380	39.690
13.370	41.010
37.250	41.800
35.870	42.260
34.750	42.580
30.490	43.010
14.950	43.350
22.970	43.510
37.210	44.080
39.370	46.530
37.160	47.390
38.140	50.300
42.550	51.210
38.690	52.720
36.710	56.680
74.030	76.830
73.410	77.100
79.690	81.290
84.610	87.650
84.360	89.760
86.610	94.890
89.280	96.150
90.360	98.370
88.400	99.080
95.020	103.210
91.320	104.720
96.010	104.920
98.550	106.460
99.170	110.470
102.230	112.550
106.400	116.160
107.600	116.530
105.520	120.140
111.210	121.570
113.050	122.300
114.360	124.440
114.000	126.450
120.310	130.270
116.900	131.750
124.220	135.430
114.920	136.570
120.760	136.660
116.640	137.100
133.050	138.490
134.560	139.670
136.360	140.400
124.750	140.840
137.710	141.820
132.010	143.150
135.830	145.080
143.100	145.710
142.990	148.110
131.010	148.560
129.260	149.100
136.690	149.310
145.550	150.500
147.400	150.630
141.600	152.330
155.110	155.800
150.800	158.570
151.100	159.740
158.620	161.010
153.140	162.920
158.460	162.940
154.650	163.080
153.050	163.520
155.480	164.730
166.210	167.470
162.830	168.870
162.430	168.980
159.680	169.860
167.000	170.250
163.170	171.940
171.480	173.730
169.490	174.580
169.760	174.680
171.360	175.260
168.800	176.110
168.850	176.830
177.840	178.860
175.900	180.160
175.940	180.420
178.260	183.570
181.190	185.010
183.630	185.320
182.870	185.640
183.570	187.980
180.660	190.120
190.440	192.300
190.210	193.900
190.490	194.330
180.900	195.480
191.090	196.090
192.450	196.500
194.560	198.520
195.150	198.840
177.810	202.960
194.390	203.210
196.040	204.020
200.030	205.540
195.190	206.160
198.110	206.830
203.350	210.230
208.190	210.720
205.360	211.680
209.940	212.290
212.760	217.120
213.450	218.250
213.300	221.270
210.850	222.420
214.300	222.940
211.220	223.660
218.720	224.280
217.460	224.300
219.430	225.500
220.460	228.120
217.270	229.760
220.680	230.200
227.810	231.520
227.030	231.710
225.700	231.870
225.270	233.790
229.610	234.330
229.310	235.560
229.360	237.720
229.010	237.860
232.200	237.970
231.190	238.210
229.230	239.400
229.750	242.620
241.950	242.850
227.840	243.870
238.060	244.610
249.390	253.910
249.770	257.150
252.300	257.410
251.020	258.140
253.700	258.580
258.190	259.680
250.610	259.840
256.000	260.300
257.770	261.580
261.030	263.740
260.060	263.990
258.980	265.800
260.860	266.700
262.870	267.290
263.410	267.350
260.110	268.690
263.260	269.840
263.700	270.300
260.050	270.510
268.710	271.490
264.080	272.370
264.430	272.420
265.480	273.900
266.900	276.960
266.370	277.470
268.370	280.100
272.100	280.580
276.810	282.380
278.670	284.790
280.500	285.900
282.590	286.320
281.820	286.730
281.740	286.920
279.480	288.060
283.940	288.920
284.080	289.430
286.400	291.960
288.100	292.990
287.050	295.410
283.650	296.500
293.080	297.290
291.730	300.080
300.140	302.340
293.570	304.050
301.940	305.460
299.440	305.610
300.110	306.170
301.790	306.440
306.670	308.200
302.460	309.360
308.310	310.730
305.080	311.270
309.260	314.480
306.690	316.270
309.590	316.430
312.120	316.620
310.970	317.400
310.860	317.440
307.550	317.560
316.140	318.740
316.030	322.510
318.460	322.690
320.380	325.530
311.450	325.910
318.150	326.300
321.270	326.360
319.670	326.920
324.180	327.900
323.270	327.910
327.200	330.180
324.490	330.250
324.370	332.060
328.660	333.320
323.990	333.440
334.980	339.420
333.250	340.930
338.670	341.790
340.510	343.790
336.520	345.000
342.990	346.450
342.120	346.710
334.940	346.830
341.490	350.250
345.730	350.250
346.800	352.120
345.280	353.890
347.730	354.170
352.150	355.150
354.480	356.690
358.320	359.250
361.780	364.560
360.900	364.690
363.170	366.890
363.970	367.830
362.740	367.870
361.400	368.320
369.170	371.600
365.590	372.130
370.430	375.070
373.000	375.140
372.860	375.350
383.340	386.260
382.570	386.700
383.570	387.730
383.440	388.640
382.340	389.970
386.800	394.470
373.630	398.210
395.390	400.810
394.890	401.950
394.690	402.010
398.990	402.460
397.360	403.740
393.200	404.470
395.770	404.890
402.160	404.990
400.880	405.940
399.820	406.760
401.050	406.790
408.450	409.160
406.440	409.580
409.630	413.030
408.590	415.580
411.850	415.880
415.070	420.050
417.690	420.410
415.950	420.910
411.430	422.410
418.430	423.320
426.040	430.220
429.440	433.380
430.490	433.570
429.660	434.800
431.820	436.340
430.530	438.240
435.150	438.540
428.220	438.570
434.870	439.380
437.850	439.430
437.110	442.070
436.170	442.580
445.310	446.580
443.560	448.470
446.220	448.990
439.620	450.960
450.890	457.310
451.460	457.420
453.420	459.180
459.730	461.790
454.950	462.300
462.220	465.160
460.090	465.970
463.790	466.290
461.480	466.680
457.000	467.350
469.190	472.030
470.650	475.680
473.320	476.080
470.630	476.870
471.540	479.430
476.390	481.660
477.890	483.210
480.330	486.260
486.300	486.680
480.310	489.540
487.630	490.210
484.430	492.530
491.000	498.640
494.240	500.680
496.660	503.690
498.740	505.640
494.090	506.490
501.010	506.740
499.060	506.930
502.570	510.590
505.110	510.870
506.460	512.320
502.270	512.490
504.900	514.670
507.270	515.360
507.690	518.810
509.780	519.460
510.110	519.640
508.880	520.910
514.970	522.760
516.030	524.260
520.150	524.690
518.620	524.970
523.110	527.810
524.710	532.010
515.080	533.570
525.290	534.000
526.890	535.990
522.160	536.910
526.730	538.450
525.730	538.670
528.890	541.170
531.140	542.110
533.330	542.370
529.160	545.890
535.680	547.050
542.780	547.870
526.770	549.750
541.200	549.830
541.890	551.320
540.740	552.060
534.070	553.130
543.280	554.340
544.450	555.630
537.890	556.210
540.950	557.670
549.320	557.970
549.970	558.330
555.520	558.800
551.760	559.140
543.290	559.190
551.070	560.700
558.490	561.830
552.600	562.130
557.550	562.540
556.050	563.090
563.220	566.840
563.110	567.460
559.590	568.350
566.220	569.090
569.970	572.160
567.700	573.170
572.190	575.550
565.700	576.670
571.480	579.360
577.090	579.930
574.810	581.620
574.950	583.980
580.890	584.780
583.170	584.980
578.170	585.920
586.750	589.550
585.500	590.980
585.120	594.210
586.370	594.320
576.380	595.340
584.590	596.350
594.340	596.800
595.670	600.260
595.020	600.410
596.220	600.450
591.730	600.620
596.340	601.060
597.210	602.360
591.900	602.570
598.300	603.550
597.470	604.430
598.790	604.650
587.210	606.210
602.000	607.130
605.640	608.730
607.930	612.550
611.720	614.130
613.120	616.900
612.430	616.960
616.040	618.410
614.740	619.470
606.470	620.890
618.300	621.130
612.820	621.350
612.280	622.310
621.040	622.580
618.680	624.670
622.470	627.190
615.410	627.560
625.680	631.170
626.280	631.650
629.290	634.120
633.010	638.100
635.680	639.860
634.010	641.050
623.200	644.420
643.860	649.130
639.930	650.650
646.770	651.930
641.870	656.290
650.690	656.770
652.690	659.580
658.210	664.350
658.700	668.110
661.680	669.280
663.050	669.660
662.330	670.380
668.460	673.640
660.090	674.670
667.840	676.650
663.320	678.320
672.870	682.130
669.380	682.510
672.580	683.970
677.490	688.350
677.680	689.650
678.340	690.360
685.620	691.730
677.720	692.810
678.980	694.890
687.670	695.430
682.550	696.350
688.490	698.320
690.000	699.040
693.270	699.730
689.610	702.150
695.200	702.530
693.750	702.760
692.560	703.040
695.430	704.450
700.380	708.810
700.050	709.490
701.570	709.980
695.970	710.560
699.830	710.970
699.690	711.350
700.790	714.580
702.980	714.810
702.580	715.240
701.980	715.870
704.720	716.630
703.370	716.900
705.980	717.910
705.310	720.060
711.100	720.880
708.160	721.560
708.070	721.890
711.900	723.470
714.060	723.960
715.320	725.650
714.260	726.730
